ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap:AI,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5:ICD4:PK5:PK4:Snap,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5,ICE4:ICD5
Device,Prog BPs (1),Data BPs (1),Data BP Access,Tuples (ANDed BPs),Sequenced BPs,Range BPs,Table R/W BPs,Pass Counter,Clock Switch Break,Sleep Wake Break,Stack Over/Under Break,WDT Timeout Break,Stopwatch,Debug Reads,Runtime BPs,SW BPs,Live Connect,Data Capture (1),Runtime Watch (1),Native Trace,Port Trace,SPI Trace,ITM/SWO,PIC32 Instruction Trace,PC Profiling,PC Sampling
PIC24HJ64GP510,4,6,R/W,3,3S / 6BPS,N/A,Yes,4095,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,6:ICE4-N/A:ICD5,6:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5
PIC24HJ64GP510A,6,6,R/W,3,3S / 6BPS,N/A,Yes,4095,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,6:ICE4-N/A:ICD5,6:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5
PIC32CM1216LE00032,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM1216LE00048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM1216LS00032,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM1216LS00048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM1216MC00032,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM1216MC00048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532JH00032,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532JH00048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532JH00064,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532JH00100,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532JH01032,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532JH01048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532JH01064,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532JH01100,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532LE00048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532LE00064,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532LE00100,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532LS00048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532LS00064,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM2532LS00100,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164JH00032,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164JH00048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164JH00064,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164JH00100,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164JH01032,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164JH01048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164JH01064,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164JH01100,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164LE00048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164LE00064,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164LE00100,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164LS00048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164LS00064,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164LS00100,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164LS60048,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164LS60064,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM5164LS60100,4,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM6408MC00032,4:ICE4-4:ICD5-4:ICD4-4:PK5-4:PK4-N/A:Snap,2:ICE4-2:ICD5-2:ICD4-2:PK5-2:PK4-N/A:Snap,R/W/Either:ICE4-R/W/Either:ICD5-R/W/Either:ICD4-R/W/Either:PK5-R/W/Either:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CM6408MC00048,4:ICE4-4:ICD5-4:ICD4-4:PK5-4:PK4-N/A:Snap,2:ICE4-2:ICD5-2:ICD4-2:PK5-2:PK4-N/A:Snap,R/W/Either:ICE4-R/W/Either:ICD5-R/W/Either:ICD4-R/W/Either:PK5-R/W/Either:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,0:ICE4-0:ICD5-0:ICD4-0:PK5-0:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,N/A,No:ICE4-No:ICD5-No:ICD4-No:PK5-No:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-Yes:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-N/A:Snap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PIC32CX0525SG12084,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No
PIC32CX0525SG12144,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No
PIC32CX1012BZ24032,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,No,No,No,No,No,Yes,No,No,No
PIC32CX1012BZ25048,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,No,No,No,No,No,Yes,No,No,No
PIC32CX1025MTC128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX1025MTC128S1,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX1025MTG128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX1025MTG64,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX1025MTSH128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX1025MTSH128S1,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX1025SG41100,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,No,No,No,No,No,Yes,No,No,No
PIC32CX1025SG41128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,No,No,No,No,No,Yes,No,No,No
PIC32CX1025SG60100,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,No,No,No,No,No,Yes,No,No,No
PIC32CX1025SG60128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,No,No,No,No,No,Yes,No,No,No
PIC32CX1025SG61100,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,No,No,No,No,No,Yes,No,No,No
PIC32CX1025SG61128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,Yes:ICE4-Yes:ICD5-No:ICD4-Yes:PK5-Yes:PK4-Yes:Snap,No,No,No,No,No,Yes,No,No,No
PIC32CX2051MTC128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX2051MTC128S1,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX2051MTG128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX2051MTG64,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX2051MTSH128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX2051MTSH128S1,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX5112MTC128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX5112MTC128S1,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX5112MTG128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX5112MTSH128,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CX5112MTSH128S1,6,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ2051CA80100,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ2051CA80144,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ2051CA80176,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ2051CA80208,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ2051CA90100,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ2051CA90144,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ2051CA90176,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ2051CA90208,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ4010CA80100,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ4010CA80144,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ4010CA80176,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ4010CA80208,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ4010CA90100,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ4010CA90144,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ4010CA90176,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ4010CA90208,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ8110CA80100,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ8110CA80144,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ8110CA80176,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ8110CA80208,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ8110CA90100,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ8110CA90144,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ8110CA90176,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32CZ8110CA90208,8,2,R/W/Either,0,No,N/A,No,0,No,No,Yes,No,No,N/A,No,Yes,No,No,No,No,No,No,Yes,No,No,No
PIC32MK0128MCA028,8,4,R/W/Either,2,3S / 3BPS,N/A,No,255,Yes,Yes,N/A,Yes,Yes,Yes,Yes,No,No,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC32MK0128MCA032,8,4,R/W/Either,2,3S / 3BPS,N/A,No,255,Yes,Yes,N/A,Yes,Yes,Yes,Yes,No,No,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC32MK0128MCA048,8,4,R/W/Either,2,3S / 3BPS,N/A,No,255,Yes,Yes,N/A,Yes,Yes,Yes,Yes,No,No,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC32MK0256GPG048,8,4,R/W/Either,2,3S / 3BPS,N/A,No,255,Yes,Yes,N/A,Yes,Yes,Yes,Yes,No,No,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC32MK0256GPG064,8,4,R/W/Either,2,3S / 3BPS,N/A,No,255,Yes,Yes,N/A,Yes,Yes,Yes,Yes,No,No,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC32MK0256MCJ048,8,4,R/W/Either,2,3S / 3BPS,N/A,No,255,Yes,Yes,N/A,Yes,Yes,Yes,Yes,No,No,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC32MK0256MCJ064,8,4,R/W/Either,2,3S / 3BPS,N/A,No,255,Yes,Yes,N/A,Yes,Yes,Yes,Yes,No,No,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC32MK0512GPD064,8,4,R/W/Either,2,3S / 3BPS,N/A,No,255,Yes,Yes,N/A,Yes,Yes,Yes,Yes,No,No,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC32MK0512GPD100,8,4,R/W/Either,2,3S / 3BPS,N/A,No,255,Yes,Yes,N/A,Yes,Yes,Yes,Yes,No,No,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
PIC32MK0512GPE064,8,4,R/W/Either,2,3S / 3BPS,N/A,No,255,Yes,Yes,N/A,Yes,Yes,Yes,Yes,No,No,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,Yes:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5,No:ICE4-N/A:ICD5
